,iteration,sample,time
0,0,[1 7 4 0 9 7 7 2 9],0.33159565925598145
1,1,[4 8 1 2 7 5 6 5 2],0.41205930709838867
2,2,[7 2 9 5 0 0 0 1 8],0.08037090301513672
3,3,[4 4 6 3 7 0 5 0 3],0.25119757652282715
4,4,[4 2 3 4 4 4 9 0 2],0.35996460914611816
5,5,[3 4 6 9 2 6 2 9 5],0.7736775875091553
6,6,[10  7  0  6  5  1  9  0  6],0.383786678314209
7,7,[1 5 7 7 5 1 0 2 2],0.06025981903076172
8,8,[ 1 10  7  3  8  2  2  9  2],0.6431071758270264
9,9,[0 6 1 4 1 5 0 3 2],0.04017972946166992
10,10,[ 7 10  3  0 10  2  4  5  1],0.1908116340637207
11,11,[3 7 2 6 8 1 0 1 0],0.13066840171813965
12,12,[4 4 2 4 2 6 7 0 9],0.29137730598449707
13,13,[7 0 2 3 3 6 3 4 0],0.0553736686706543
14,14,[ 2  1  0  1  9 10  9  4  8],0.15360784530639648
15,15,[0 7 7 1 5 9 7 6 4],0.2933783531188965
16,16,[9 5 5 7 6 0 0 7 5],0.3014507293701172
17,17,[0 3 6 3 2 2 5 1 0],0.04019570350646973
18,18,[2 4 3 0 1 2 1 5 0],0.020101547241210938
19,19,[ 5  1  9 10  0  2  5  0  6],0.28130650520324707
20,20,[9 3 8 2 6 2 1 6 1],0.2913646697998047
21,21,[1 7 0 6 6 8 0 1 1],0.05023980140686035
22,22,[ 1 10  8  4 10  7  2  5  9],1.083357810974121
23,23,[ 0 10 10  1  8  1  0  0  2],0.05223870277404785
24,24,[0 3 9 1 5 1 9 2 4],0.08037376403808594
25,25,[ 3 10  5  5  7  7  6  2  3],1.4668371677398682
26,26,[1 4 6 2 3 1 4 2 1],0.07029604911804199
27,27,[0 2 2 1 4 0 0 2 3],0.020097017288208008
28,28,[2 4 8 6 1 2 4 4 7],0.2813425064086914
29,29,[ 8  7 10  0  0 10  6  5 10],0.5527420043945312
30,30,[2 8 3 0 8 0 0 7 8],0.05022382736206055
31,31,[6 7 6 6 9 5 7 4 2],1.8888084888458252
32,32,[7 1 8 1 3 1 0 7 0],0.058289527893066406
33,33,[8 9 8 9 7 1 0 7 3],0.675098180770874
34,34,[ 4  6 10  0  7  4  3 10  4],0.3898494243621826
35,35,[ 0  1  3  0  0  4  4  4 10],0.022121667861938477
36,36,[1 4 3 9 3 6 4 0 2],0.22110652923583984
37,37,[4 4 1 1 3 1 9 1 2],0.13084959983825684
38,38,[2 5 8 8 7 0 8 0 2],0.30942726135253906
39,39,[2 0 0 1 2 2 2 2 3],0.020107746124267578
40,40,[ 6  0 10  1  0  3  6  3  5],0.11049389839172363
41,41,[5 1 1 2 2 5 1 1 0],0.03226900100708008
42,42,[8 2 6 5 5 0 5 1 0],0.19096136093139648
43,43,[ 1  3  1  9  4  4 10  7  7],0.5625171661376953
44,44,[10  8  3  8  2  8  4  7  8],1.8084912300109863
45,45,[3 6 2 6 1 0 0 1 3],0.04021263122558594
46,46,[8 6 9 8 4 3 1 1 0],0.7540476322174072
47,47,[0 6 7 9 2 2 4 2 2],0.16077423095703125
48,48,[ 8  2  1  5  4 10  0  1  5],0.2010207176208496
49,49,[ 7  2 10  4  0  0  3 10  4],0.10048460960388184
50,50,[5 0 2 3 1 4 2 5 6],0.0602877140045166
51,51,[ 0 10  3  0  9  4  9  0  9],0.21120214462280273
52,52,[0 0 0 0 1 1 2 0 0],0.020090103149414062
53,53,[4 1 1 5 1 3 0 1 0],0.040235280990600586
54,54,[4 1 8 2 0 5 1 7 8],0.10045886039733887
55,55,[ 2 10 10  1  3  6  0  4  4],0.16886067390441895
