,k,lhaf_exact,prob_exact,lhaf_k_approx,prob_k_approx,prob_error,exact_time,k_time
0,4,(79717.11797456496+3.507011570036411e-08j),9.424546560891962e-11,(74494.6317002703+5.39682654676632e-08j),8.807118757350276e-11,6.174278035416866e-12,0.15609431266784668,3097.4713838100433
1,5,(79717.11797456496+3.507011570036411e-08j),9.424546560891962e-11,(72277.14438016973-1.0005524525569243e-07j),8.544956589079924e-11,8.79589971812038e-12,0.15609431266784668,40268.33420753479
