,k,lhaf_exact,prob_exact,lhaf_k_approx,prob_k_approx,prob_error,exact_time,k_time
0,0,(2.910369166193903+1.0995313861592787e-16j),0.04878162346027774,(2.910369166193903+1.1102230246251565e-16j),0.04878162346027774,0.0,0.0001232624053955078,2.6226043701171875e-05
1,1,(2.910369166193903+1.0995313861592787e-16j),0.04878162346027774,(2.910369166193903+1.0995313861592787e-16j),0.04878162346027774,0.0,0.0001232624053955078,0.0002982616424560547
