,k,lhaf_exact,prob_exact,lhaf_k_approx,prob_k_approx,prob_error,exact_time,k_time
0,0,(1350237.5643844604-3.409385681152344e-05j),3.876268133010971e-13,(746084.8799323002-1.3969838619232178e-09j),2.1418638622465623e-13,1.734404270764409e-13,0.19726037979125977,0.0
1,1,(1350237.5643844604-3.409385681152344e-05j),3.876268133010971e-13,(474099.6400957098+2.1827872842550278e-10j),1.3610474002867407e-13,2.5152207327242305e-13,0.19726037979125977,0.03872036933898926
2,2,(1350237.5643844604-3.409385681152344e-05j),3.876268133010971e-13,(614982.900553349-1.3278622645884752e-08j),1.765495704341728e-13,2.1107724286692433e-13,0.19726037979125977,3.4193477630615234
3,3,(1350237.5643844604-3.409385681152344e-05j),3.876268133010971e-13,(882562.4032164474-3.3843373330455506e-06j),2.533664156011735e-13,1.3426039769992364e-13,0.19726037979125977,135.24194765090942
