,k,lhaf_exact,prob_exact,lhaf_k_approx,prob_k_approx,prob_error,exact_time,k_time
0,0,(95706.56286931038-2.68593430519104e-06j),1.763185353361949e-12,(6654.710173048758-9.549694368615746e-12j),1.2259856749856008e-13,1.640586785863389e-12,0.17539739608764648,0.0
1,1,(95706.56286931038-2.68593430519104e-06j),1.763185353361949e-12,(25722.96597622011-7.457856554538012e-11j),4.7388972599749e-13,1.289295627364459e-12,0.17539739608764648,0.03393721580505371
2,2,(95706.56286931038-2.68593430519104e-06j),1.763185353361949e-12,(24828.162688864457+2.2646418074145913e-10j),4.574049207437479e-13,1.3057804326182011e-12,0.17539739608764648,3.36258602142334
3,3,(95706.56286931038-2.68593430519104e-06j),1.763185353361949e-12,(-31005.847294660034-1.083526512957178e-08j),-5.712153292264157e-13,2.334400682588365e-12,0.17539739608764648,138.64108180999756
