,iteration,sample,time
0,0,[0 0 0 0 0 0 0 0 0],0.008977174758911133
1,1,[3 1 0 0 0 0 0 0 0],0.01096963882446289
2,2,[1 0 0 0 1 2 0 0 0],0.008975982666015625
3,3,[0 0 0 0 0 0 0 0 0],0.006982088088989258
4,4,[0 0 0 1 0 0 0 1 0],0.007977962493896484
5,5,[0 0 0 0 0 0 0 0 0],0.007978677749633789
6,6,[1 2 1 1 1 0 0 0 0],0.011969327926635742
7,7,[0 0 0 0 0 0 0 0 0],0.006979703903198242
8,8,[0 1 1 0 0 0 0 0 0],0.00897669792175293
9,9,[0 0 0 0 0 0 0 0 0],0.00797891616821289
10,10,[0 0 0 0 0 0 0 0 0],0.007978677749633789
11,11,[0 0 0 0 0 2 0 0 0],0.006981611251831055
12,12,[0 0 0 0 0 4 0 0 0],0.007977485656738281
13,13,[0 1 1 0 0 0 0 0 0],0.009973764419555664
14,14,[0 0 0 1 0 0 0 1 0],0.007979154586791992
15,15,[0 0 0 0 0 0 0 0 0],0.007977962493896484
16,16,[0 2 0 0 0 0 0 0 0],0.007978677749633789
17,17,[0 0 0 0 0 0 0 0 0],0.007978677749633789
18,18,[0 0 0 1 1 0 0 0 2],0.007978677749633789
19,19,[0 0 3 1 1 0 0 1 0],0.009973287582397461
20,20,[1 0 0 0 0 0 0 0 1],0.007978200912475586
21,21,[0 0 0 0 0 0 0 0 0],0.00797891616821289
22,22,[0 0 0 0 0 0 0 0 0],0.006982326507568359
23,23,[0 0 0 0 0 0 0 0 0],0.006980180740356445
24,24,[0 0 1 1 0 0 2 0 0],0.007979154586791992
25,25,[0 0 0 0 0 0 0 0 0],0.006981849670410156
26,26,[0 0 0 0 0 0 0 0 0],0.0069811344146728516
27,27,[0 0 0 0 0 0 0 0 0],0.007978439331054688
28,28,[0 0 0 0 0 0 0 0 0],0.006981372833251953
29,29,[0 0 0 0 0 0 0 0 0],0.006981611251831055
30,30,[0 0 0 0 0 0 0 0 0],0.0069811344146728516
31,31,[0 0 0 1 0 0 0 1 0],0.007977962493896484
32,32,[0 0 0 0 0 0 2 0 0],0.006981372833251953
33,33,[0 0 0 0 0 0 0 0 0],0.007979154586791992
34,34,[0 0 0 0 0 0 0 0 0],0.007978677749633789
35,35,[1 0 0 0 0 0 0 0 3],0.007978439331054688
36,36,[0 0 0 0 0 0 0 0 0],0.0069811344146728516
37,37,[0 0 0 0 0 0 0 0 0],0.007978677749633789
38,38,[0 0 0 0 0 0 0 0 0],0.006981611251831055
39,39,[0 1 1 0 0 0 0 0 0],0.007979154586791992
40,40,[0 0 0 0 1 0 0 1 0],0.007978677749633789
41,41,[0 0 0 0 0 0 0 0 0],0.008975982666015625
42,42,[0 0 0 0 0 0 0 0 0],0.007979154586791992
43,43,[0 1 0 0 1 0 0 0 0],0.007977485656738281
44,44,[0 0 0 0 0 0 0 0 0],0.00797891616821289
45,45,[0 1 1 0 0 0 0 0 0],0.00797891616821289
46,46,[0 0 0 1 1 0 0 0 0],0.007978200912475586
47,47,[0 0 0 0 0 0 0 0 0],0.006981849670410156
48,48,[0 2 0 0 0 0 0 0 0],0.008976221084594727
49,49,[0 1 0 0 0 0 0 1 0],0.007978200912475586
50,50,[0 0 0 0 0 0 0 0 0],0.007978439331054688
51,51,[0 0 0 0 0 0 0 0 0],0.00698089599609375
52,52,[0 0 0 1 0 0 0 0 1],0.007980108261108398
53,53,[0 0 0 0 0 0 0 0 0],0.006980180740356445
54,54,[0 0 0 0 0 0 0 0 0],0.006981372833251953
55,55,[0 0 0 0 0 0 0 0 0],0.006981372833251953
56,56,[0 0 0 0 0 0 0 0 0],0.006982326507568359
57,57,[0 0 0 0 0 0 0 0 0],0.006980180740356445
58,58,[1 0 0 0 1 2 0 0 0],0.008976221084594727
59,59,[0 0 0 0 0 0 0 0 0],0.007978439331054688
60,60,[0 0 0 0 0 0 0 0 0],0.006982564926147461
61,61,[0 0 0 0 0 0 0 0 0],0.007977724075317383
62,62,[0 0 0 0 0 0 0 0 0],0.00797891616821289
63,63,[0 0 0 0 0 0 0 0 0],0.007979154586791992
64,64,[1 1 0 0 0 0 0 0 0],0.007977724075317383
65,65,[0 0 0 0 0 0 0 0 0],0.007980108261108398
66,66,[0 0 0 0 0 0 0 0 0],0.006980419158935547
67,67,[0 0 0 0 0 2 0 0 0],0.00897526741027832
68,68,[0 0 0 0 0 0 0 0 0],0.007979869842529297
69,69,[0 0 0 0 0 0 0 0 0],0.007977724075317383
70,70,[0 0 0 0 0 0 0 0 0],0.006981611251831055
71,71,[0 1 0 0 1 0 0 0 0],0.008976936340332031
72,72,[0 0 0 0 0 0 0 0 0],0.007977724075317383
73,73,[0 0 1 1 2 0 0 0 0],0.008975505828857422
74,74,[0 0 0 0 0 0 0 0 0],0.006981611251831055
75,75,[0 0 0 0 0 0 0 0 2],0.007979393005371094
76,76,[0 0 0 0 0 0 1 0 1],0.006979942321777344
77,77,[0 0 0 0 0 0 0 0 0],0.006983280181884766
78,78,[0 0 1 0 0 0 0 1 0],0.007977485656738281
79,79,[0 0 0 0 0 2 0 0 0],0.007978677749633789
80,80,[0 0 0 0 0 0 0 0 0],0.006981372833251953
81,81,[0 0 0 0 0 0 0 0 0],0.006981611251831055
82,82,[0 0 0 0 0 0 0 0 0],0.007977962493896484
83,83,[0 0 0 0 0 0 0 0 0],0.006982326507568359
84,84,[0 0 0 0 0 0 0 0 0],0.0069811344146728516
85,85,[0 0 0 0 0 0 0 0 0],0.006981611251831055
86,86,[0 0 0 0 0 0 0 0 0],0.007979154586791992
87,87,[0 0 0 0 0 0 0 0 0],0.00797724723815918
88,88,[0 0 0 0 0 0 0 0 0],0.0069811344146728516
89,89,[2 0 0 0 0 0 0 0 0],0.008975744247436523
90,90,[0 0 0 0 0 0 0 0 0],0.006982088088989258
91,91,[0 0 0 0 0 0 0 0 0],0.00797891616821289
92,92,[0 0 0 1 0 0 0 1 0],0.007978200912475586
93,93,[0 0 0 0 0 0 0 2 0],0.007978200912475586
94,94,[0 0 0 0 0 1 1 0 0],0.007979393005371094
95,95,[0 0 0 0 0 0 0 0 0],0.005983591079711914
96,96,[0 0 0 0 0 0 0 0 0],0.007979154586791992
97,97,[0 0 0 0 0 0 0 0 0],0.00797891616821289
98,98,[0 0 0 0 0 0 0 0 0],0.0069806575775146484
99,99,[0 0 0 0 0 0 0 0 0],0.007979631423950195
