,k,lhaf_exact,prob_exact,lhaf_k_approx,prob_k_approx,prob_error,exact_time,k_time
0,0,(0.025308942002030602+1.9081958235744878e-17j),0.0021301275725256917,(0.0272709370783772-4.336808689942018e-18j),0.002295258924478303,-0.00016513135195261137,0.00023651123046875,2.8848648071289062e-05
1,1,(0.025308942002030602+1.9081958235744878e-17j),0.0021301275725256917,(0.03711372813522203-4.336808689942018e-18j),0.003123677616145156,-0.0009935500436194645,0.00023651123046875,0.007646799087524414
2,2,(0.025308942002030602+1.9081958235744878e-17j),0.0021301275725256917,(0.026087599470139937+1.0766127572781059e-16j),0.0021956632927561015,-6.553572023040985e-05,0.00023651123046875,0.029608964920043945
3,3,(0.025308942002030602+1.9081958235744878e-17j),0.0021301275725256917,(0.023981155435162556-6.235246693964136e-16j),0.002018374391523976,0.00011175318100171581,0.00023651123046875,0.04131913185119629
4,4,(0.025308942002030602+1.9081958235744878e-17j),0.0021301275725256917,(0.025308942002031206-6.871645901312955e-16j),0.0021301275725257424,-5.074066167232161e-17,0.00023651123046875,0.04202890396118164
