,iteration,sample,time
0,0,[ 6  3 10  1],0.018112897872924805
1,1,[ 8  2 10  1],0.012084722518920898
2,2,[ 4  6 10 10],0.020122766494750977
3,3,[ 2 10 10  6],0.020111560821533203
4,4,[ 3  9 10  2],0.02014446258544922
5,5,[ 0  4 10  6],0.02012801170349121
6,6,[2 2 6 8],0.018134117126464844
7,7,[ 8  5 10  8],0.020105838775634766
8,8,[2 0 3 3],0.012056112289428711
9,9,[5 7 8 0],0.020103931427001953
10,10,[3 1 9 6],0.01808762550354004
11,11,[8 4 5 1],0.02011728286743164
12,12,[5 1 7 3],0.012086153030395508
13,13,[ 9  0 10  8],0.02010798454284668
14,14,[ 5 10  9 10],0.020099163055419922
15,15,[9 1 8 2],0.020137786865234375
16,16,[ 1  2 10  3],0.020130634307861328
17,17,[7 6 6 9],0.02812790870666504
18,18,[9 8 7 6],0.0221102237701416
19,19,[2 1 5 6],0.018049955368041992
20,20,[8 4 9 0],0.012088537216186523
21,21,[1 0 8 3],0.02037334442138672
22,22,[6 6 7 3],0.02011585235595703
23,23,[ 1  5  9 10],0.020123004913330078
24,24,[ 5  1 10  8],0.020115375518798828
25,25,[1 2 8 6],0.02010488510131836
26,26,[ 9  1 10  7],0.01810908317565918
27,27,[ 1  0 10  4],0.020172834396362305
28,28,[ 6  4 10  1],0.012093782424926758
29,29,[8 0 6 3],0.020116806030273438
30,30,[ 5  8 10 10],0.030143260955810547
31,31,[0 6 9 7],0.020093917846679688
32,32,[1 0 8 6],0.020147323608398438
33,33,[1 1 6 1],0.018103361129760742
34,34,[8 1 7 7],0.02009868621826172
35,35,[ 0  4 10 10],0.020110607147216797
36,36,[2 0 6 4],0.01209259033203125
37,37,[7 7 5 7],0.030200719833374023
38,38,[2 4 3 9],0.0203092098236084
39,39,[ 1 10 10 10],0.020118236541748047
40,40,[4 4 9 0],0.020109891891479492
41,41,[4 9 9 3],0.030217647552490234
42,42,[6 1 9 8],0.020102739334106445
43,43,[0 1 9 2],0.02010631561279297
44,44,[7 7 8 4],0.0201263427734375
45,45,[1 3 5 4],0.02017068862915039
46,46,[3 2 8 3],0.020140409469604492
47,47,[4 1 6 7],0.028145790100097656
48,48,[ 2  3 10  4],0.02014923095703125
49,49,[ 6  6 10  4],0.022116422653198242
50,50,[6 3 6 6],0.023228883743286133
51,51,[ 2  5  9 10],0.02496790885925293
52,52,[4 4 9 4],0.022109031677246094
53,53,[8 9 6 5],0.020096540451049805
54,54,[10  6  3  0],0.028166770935058594
55,55,[8 8 5 1],0.022180795669555664
56,56,[ 8  0 10  3],0.02011251449584961
57,57,[5 0 9 4],0.020106077194213867
58,58,[0 4 8 5],0.020108938217163086
59,59,[2 0 9 7],0.02814793586730957
60,60,[1 2 9 2],0.020137310028076172
61,61,[ 2  2 10 10],0.02210211753845215
62,62,[ 7 10 10  3],0.028126955032348633
63,63,[1 0 9 6],0.02213430404663086
64,64,[1 1 8 9],0.02013683319091797
65,65,[2 2 7 8],0.020108699798583984
66,66,[ 7  2 10  6],0.028201818466186523
67,67,[7 6 6 5],0.02212977409362793
68,68,[5 1 9 1],0.020121097564697266
69,69,[ 5  8 10  9],0.030180692672729492
70,70,[2 5 9 2],0.020102500915527344
71,71,[ 7  1 10  8],0.030159473419189453
72,72,[8 1 9 1],0.020141124725341797
73,73,[ 9  5 10  2],0.028175830841064453
74,74,[5 4 7 7],0.022136211395263672
75,75,[ 4  4  5 10],0.03015875816345215
76,76,[ 6  1  8 10],0.02012467384338379
77,77,[0 4 8 4],0.030199289321899414
78,78,[6 1 9 8],0.020129680633544922
79,79,[ 2  4 10  2],0.02811288833618164
80,80,[4 0 9 8],0.022135496139526367
81,81,[3 3 6 9],0.020127058029174805
82,82,[8 5 8 9],0.030190229415893555
83,83,[0 9 9 9],0.0301516056060791
84,84,[4 7 6 9],0.030201196670532227
85,85,[ 3  4  6 10],0.020090103149414062
86,86,[6 5 6 8],0.030134201049804688
87,87,[ 9 10  6  8],0.040209293365478516
88,88,[3 5 6 6],0.020133495330810547
89,89,[5 2 9 9],0.030182838439941406
90,90,[3 2 8 8],0.03015279769897461
91,91,[0 2 7 8],0.020131349563598633
92,92,[ 8  2  8 10],0.030184507369995117
93,93,[ 0  2 10  7],0.028125762939453125
94,94,[ 9  5  7 10],0.022110462188720703
95,95,[1 2 9 2],0.03022933006286621
96,96,[7 1 9 7],0.02010965347290039
97,97,[8 3 7 7],0.0381932258605957
98,98,[4 1 8 4],0.022147178649902344
99,99,[0 1 9 9],0.030287981033325195
