,iteration,sample,time
0,0,[10  2  1  0  2  1  4  0],0.04021430015563965
1,1,[1 0 2 0 1 3 7 0],0.030250072479248047
2,2,[1 4 0 0 2 3 1 3],0.030134916305541992
3,3,[1 0 6 1 0 9 5 2],0.050231218338012695
4,4,[4 4 0 5 1 3 2 9],0.1008148193359375
5,5,[10  6  5  2  8  3  0  1],0.11058425903320312
6,6,[1 4 0 6 0 0 4 1],0.030224084854125977
7,7,[0 0 0 3 5 4 4 7],0.05027270317077637
8,8,[1 9 4 0 0 2 0 9],0.04026985168457031
9,9,[3 0 2 6 3 5 8 7],0.1809077262878418
10,10,[1 2 2 2 7 1 5 4],0.07044649124145508
11,11,[0 1 0 4 0 0 1 0],0.020110607147216797
12,12,[8 7 6 3 0 6 0 0],0.05027008056640625
13,13,[1 3 1 7 3 3 0 2],0.04023385047912598
14,14,[ 0 10  6  2  1  4  6  5],0.06033802032470703
15,15,[1 1 2 1 5 6 3 3],0.06832456588745117
16,16,[2 4 0 1 4 3 0 6],0.0322721004486084
17,17,[0 9 0 3 0 5 1 1],0.030207395553588867
18,18,[2 4 1 5 1 0 2 1],0.030144691467285156
19,19,[8 5 2 0 2 6 3 6],0.14116597175598145
20,20,[6 3 2 2 3 0 2 0],0.04025411605834961
21,21,[ 2  1  5  0  4 10  7  7],0.31169724464416504
22,22,[1 0 1 0 0 0 0 0],0.028168916702270508
23,23,[2 0 0 0 0 1 0 5],0.030149459838867188
24,24,[10  1  3  2  0  5  5  0],0.06237959861755371
25,25,[2 5 1 0 7 0 0 5],0.040256500244140625
26,26,[8 6 9 0 4 1 3 7],0.17096829414367676
27,27,[3 6 0 9 0 4 4 1],0.050310611724853516
28,28,[2 2 2 5 4 1 7 5],0.0904843807220459
29,29,[5 4 5 5 3 0 1 2],0.05033278465270996
30,30,[0 3 0 1 1 1 0 2],0.03014850616455078
31,31,[0 1 3 3 3 3 3 0],0.03824424743652344
32,32,[2 1 0 0 0 0 3 0],0.02215123176574707
33,33,[3 0 5 1 1 0 0 1],0.040288448333740234
34,34,[5 1 6 3 1 1 3 6],0.12087464332580566
35,35,[6 9 4 0 2 9 4 4],0.1709589958190918
36,36,[10  7  8  0  3  0  4  0],0.0806436538696289
37,37,[ 8  5 10  6  5  7  3 10],0.975013256072998
38,38,[ 9  8  0  6  6  5 10  3],0.24122285842895508
39,39,[ 1  3  2  0  4  7 10  8],0.17091917991638184
40,40,[7 2 2 3 1 3 0 0],0.04026055335998535
41,41,[ 1  4  7  6 10  9  3  0],0.14099550247192383
42,42,[0 7 9 6 2 3 1 0],0.04025888442993164
43,43,[10  3 10  5  1  8  1 10],0.49076294898986816
44,44,[10  5  8  0  0  4  1  0],0.06265664100646973
45,45,[2 3 1 4 1 5 2 2],0.05832242965698242
46,46,[4 3 2 9 3 8 8 4],0.311873197555542
47,47,[3 0 5 1 1 2 1 1],0.04222702980041504
48,48,[8 3 1 1 4 2 0 5],0.09055256843566895
49,49,[0 0 2 4 0 1 4 1],0.030168771743774414
50,50,[2 9 5 1 2 4 0 3],0.06033611297607422
51,51,[2 3 1 5 0 1 4 4],0.05030965805053711
52,52,[ 3  9  0  8  3  0 10  1],0.060402631759643555
53,53,[0 2 3 1 5 6 1 1],0.05022883415222168
54,54,[ 3  1  0  2  9  3 10  5],0.19115018844604492
55,55,[0 2 1 0 1 0 0 0],0.030183792114257812
56,56,[ 7  9  1  1  1  1 10  4],0.13069868087768555
57,57,[1 1 2 3 4 6 9 8],0.26145291328430176
58,58,[1 0 8 5 0 7 9 0],0.0904386043548584
59,59,[0 0 0 0 0 1 4 0],0.03021407127380371
60,60,[10  0  0  2  7  2  1  5],0.14072394371032715
61,61,[7 0 5 4 1 1 1 1],0.07044768333435059
62,62,[1 2 0 0 0 5 6 0],0.030177831649780273
63,63,[ 1  6 10  5  7  0  3  1],0.0985100269317627
64,64,[1 2 0 0 4 8 0 3],0.03221392631530762
65,65,[1 1 1 1 0 1 1 8],0.05037689208984375
66,66,[3 4 6 0 1 5 0 1],0.04027438163757324
67,67,[8 3 9 5 1 0 0 4],0.0605311393737793
68,68,[0 1 8 2 0 4 6 5],0.08046245574951172
69,69,[2 1 2 0 1 1 0 1],0.030251502990722656
70,70,[4 3 0 8 1 4 1 6],0.060355186462402344
71,71,[10  0  1  2  2  1  4  4],0.07036399841308594
72,72,[ 8  0  9 10  5  4  6  6],0.9629135131835938
73,73,[1 0 3 0 6 1 0 1],0.04021263122558594
74,74,[1 2 4 1 4 4 2 2],0.04226088523864746
75,75,[0 0 1 0 1 5 6 3],0.05025219917297363
76,76,[ 7 10  9 10  0  8  3  9],0.6134343147277832
77,77,[1 1 2 1 1 0 2 0],0.03018665313720703
78,78,[ 2  1 10  4  0  7  2  1],0.07039880752563477
79,79,[ 4  5 10  5 10  1  0  0],0.05028820037841797
80,80,[3 2 1 1 2 0 1 0],0.04022359848022461
81,81,[7 2 0 9 3 8 5 0],0.09058809280395508
82,82,[4 2 7 7 4 8 9 1],0.23123764991760254
83,83,[3 5 5 0 2 0 1 1],0.040276527404785156
84,84,[0 2 5 1 0 1 6 0],0.04026031494140625
85,85,[0 4 2 2 1 7 2 2],0.04020285606384277
86,86,[0 7 1 5 4 0 4 1],0.04023861885070801
87,87,[5 0 2 1 0 0 0 0],0.04020380973815918
88,88,[6 5 7 3 4 0 1 1],0.06843233108520508
89,89,[3 0 3 5 7 4 4 0],0.08052420616149902
90,90,[6 5 3 0 3 2 5 6],0.12271761894226074
91,91,[8 0 8 1 1 1 2 5],0.10083293914794922
92,92,[ 6  2  1  0  1  3  0 10],0.06034994125366211
93,93,[1 3 8 5 6 1 1 1],0.08042454719543457
94,94,[1 1 1 5 1 1 1 5],0.050417184829711914
95,95,[1 4 1 0 0 0 2 0],0.040247440338134766
96,96,[0 2 0 2 5 6 3 3],0.04829978942871094
97,97,[6 2 2 1 0 3 4 2],0.052269935607910156
98,98,[7 9 5 2 3 9 4 4],0.2513716220855713
99,99,[1 0 5 7 2 1 1 1],0.0502779483795166
