,iteration,sample,time
0,0,[1 0 1 0 0 0],0.020097017288208008
1,1,[0 0 0 1 0 1],0.0201108455657959
2,2,[0 0 0 1 0 0],0.018125534057617188
3,3,[2 0 0 0 0 0],0.012069225311279297
4,4,[1 1 0 0 0 0],0.020106792449951172
5,5,[0 0 0 0 0 0],0.020117521286010742
6,6,[0 0 1 0 0 0],0.02010965347290039
7,7,[0 1 0 0 0 0],0.020135879516601562
8,8,[1 0 1 1 0 0],0.020125627517700195
9,9,[0 0 0 1 0 0],0.020081520080566406
10,10,[0 0 0 0 0 0],0.018078088760375977
11,11,[1 0 0 0 0 0],0.020076274871826172
12,12,[1 0 0 1 0 0],0.012099027633666992
13,13,[2 0 0 3 0 1],0.02016162872314453
14,14,[1 0 1 0 0 0],0.02822113037109375
15,15,[1 0 0 0 0 0],0.012093305587768555
16,16,[1 0 0 1 0 0],0.020361900329589844
17,17,[1 0 0 0 0 0],0.020104408264160156
18,18,[0 0 1 1 0 0],0.02815103530883789
19,19,[0 0 1 0 0 0],0.020100831985473633
20,20,[0 1 0 0 0 1],0.020091533660888672
21,21,[2 0 0 0 0 0],0.020099163055419922
22,22,[0 0 0 0 0 0],0.020123004913330078
23,23,[1 0 0 0 0 0],0.02013850212097168
24,24,[1 0 0 0 0 0],0.022129535675048828
25,25,[1 0 0 0 0 2],0.028164386749267578
26,26,[0 0 0 0 0 0],0.02011418342590332
27,27,[3 0 1 0 0 1],0.02216815948486328
28,28,[2 0 0 2 0 0],0.020085573196411133
29,29,[2 1 0 0 0 0],0.020088911056518555
30,30,[0 0 0 0 0 0],0.02009296417236328
31,31,[1 0 1 1 0 0],0.028133630752563477
32,32,[1 0 0 1 0 0],0.0222015380859375
33,33,[1 0 0 0 0 0],0.020345687866210938
34,34,[1 0 0 1 0 0],0.020116567611694336
35,35,[0 0 0 0 0 0],0.020138263702392578
36,36,[1 0 1 1 0 0],0.028172969818115234
37,37,[0 0 0 0 0 0],0.022336483001708984
38,38,[0 0 0 1 0 1],0.022064685821533203
39,39,[0 0 1 3 0 0],0.017920494079589844
40,40,[1 0 2 0 0 0],0.020097970962524414
41,41,[3 0 0 1 0 0],0.028162479400634766
42,42,[0 0 0 1 1 1],0.02213120460510254
43,43,[0 0 1 0 0 0],0.020107507705688477
44,44,[1 0 1 0 0 1],0.028201818466186523
45,45,[0 1 1 0 0 0],0.022176742553710938
46,46,[0 0 0 0 0 0],0.02010965347290039
47,47,[1 0 1 0 0 0],0.02811455726623535
48,48,[1 0 0 1 0 0],0.022100448608398438
49,49,[1 0 1 0 0 0],0.02014327049255371
50,50,[2 0 2 1 0 0],0.020134925842285156
51,51,[1 0 0 0 0 0],0.030155181884765625
52,52,[3 0 0 0 0 0],0.02011871337890625
53,53,[0 0 0 0 0 0],0.020106077194213867
54,54,[0 1 1 0 0 0],0.030225038528442383
55,55,[0 0 0 0 0 0],0.02011895179748535
56,56,[2 1 0 0 0 0],0.028108835220336914
57,57,[0 0 1 0 0 0],0.022103309631347656
58,58,[1 0 0 0 0 0],0.020094871520996094
59,59,[1 0 0 0 0 0],0.03027510643005371
60,60,[0 1 0 0 0 0],0.020119667053222656
61,61,[0 1 1 0 0 0],0.030147075653076172
62,62,[2 0 2 0 0 0],0.020125627517700195
63,63,[1 0 0 0 0 0],0.030191659927368164
64,64,[1 0 0 0 0 0],0.02008652687072754
65,65,[1 0 0 1 0 0],0.030126333236694336
66,66,[1 0 1 1 0 0],0.020087480545043945
67,67,[1 0 0 0 0 0],0.03029346466064453
68,68,[0 0 1 0 0 0],0.020161867141723633
69,69,[1 0 0 0 0 0],0.030165433883666992
70,70,[0 0 0 1 0 0],0.028194189071655273
71,71,[2 0 0 1 0 0],0.022131919860839844
72,72,[0 1 0 1 0 1],0.028145313262939453
73,73,[0 0 0 2 0 0],0.022124290466308594
74,74,[0 1 1 0 1 0],0.030236005783081055
75,75,[2 0 0 0 0 0],0.02010059356689453
76,76,[2 0 0 0 0 0],0.028139829635620117
77,77,[0 0 0 0 0 0],0.022133588790893555
78,78,[0 0 0 0 0 0],0.03021383285522461
79,79,[0 0 0 1 0 0],0.028138399124145508
80,80,[0 0 0 1 0 0],0.03054070472717285
81,81,[0 1 0 0 0 1],0.02211475372314453
82,82,[1 0 0 0 0 0],0.030172109603881836
83,83,[0 0 1 0 0 0],0.02814507484436035
84,84,[0 0 1 2 0 0],0.022131681442260742
85,85,[0 0 0 0 0 0],0.030161142349243164
86,86,[0 0 1 0 0 0],0.03021717071533203
87,87,[2 0 0 0 0 0],0.020106792449951172
88,88,[1 0 1 0 0 1],0.030120134353637695
89,89,[0 0 0 1 0 0],0.030170917510986328
90,90,[1 0 0 0 0 0],0.02810811996459961
91,91,[0 0 1 0 0 0],0.022118091583251953
92,92,[3 0 0 0 0 0],0.030189990997314453
93,93,[1 1 0 0 0 0],0.030179738998413086
94,94,[0 1 1 0 0 0],0.030171632766723633
95,95,[1 0 0 0 0 0],0.028116226196289062
96,96,[0 0 0 0 0 0],0.02212691307067871
97,97,[2 0 0 1 0 0],0.03022623062133789
98,98,[1 0 1 2 0 0],0.030139684677124023
99,99,[0 0 0 0 0 0],0.030176639556884766
