,k,lhaf_exact,prob_exact,lhaf_k_approx,prob_k_approx,prob_error,exact_time,k_time
0,0,(5.538644189799056-3.0771641110241392e-15j),0.002892219682039903,(3.5863051020846135+3.3306690738754696e-16j),0.0018727294707164709,0.0010194902113234321,0.00037980079650878906,3.075599670410156e-05
1,1,(5.538644189799056-3.0771641110241392e-15j),0.002892219682039903,(2.8641382439046743+4.6629367034256575e-15j),0.0014956218015161648,0.0013965978805237382,0.00037980079650878906,0.007712841033935547
2,2,(5.538644189799056-3.0771641110241392e-15j),0.002892219682039903,(4.857814036946664-4.884981308350689e-14j),0.0025366975902195643,0.0003555220918203387,0.00037980079650878906,0.022108793258666992
3,3,(5.538644189799056-3.0771641110241392e-15j),0.002892219682039903,(5.4901785197949975+2.5451862839531714e-14j),0.002866911436937761,2.530824510214207e-05,0.00037980079650878906,0.012107610702514648
4,4,(5.538644189799056-3.0771641110241392e-15j),0.002892219682039903,(5.538644189799044-4.9226085110979906e-14j),0.0028922196820398965,6.5052130349130266e-18,0.00037980079650878906,0.0005047321319580078
