,k,lhaf_exact,prob_exact,lhaf_k_approx,prob_k_approx,prob_error,exact_time,k_time
0,0,(0.002000112262262053-5.315686760747689e-18j),0.0007127493876718973,(2.1327852268554064e-05+8.470329472543003e-22j),7.60028021005999e-06,0.0007051491074618374,0.0004093647003173828,3.361701965332031e-05
1,1,(0.002000112262262053-5.315686760747689e-18j),0.0007127493876718973,(-6.397527360229243e-06-2.710505431213761e-20j),-2.2797888871800625e-06,0.0007150291765590774,0.0004093647003173828,0.010231494903564453
2,2,(0.002000112262262053-5.315686760747689e-18j),0.0007127493876718973,(0.00048772487149443617+3.672734859294646e-18j),0.00017380304599345965,0.0005389463416784377,0.0004093647003173828,0.025173425674438477
3,3,(0.002000112262262053-5.315686760747689e-18j),0.0007127493876718973,(0.001499508231718909+3.7947076036992655e-19j),0.0005343567929321521,0.00017839259473974528,0.0004093647003173828,0.012525081634521484
4,4,(0.002000112262262053-5.315686760747689e-18j),0.0007127493876718973,(0.0020001122622620472-9.548586006317062e-18j),0.0007127493876718954,1.951563910473908e-18,0.0004093647003173828,0.0005550384521484375
