,iteration,sample,time
0,0,[1 8 8 1 6 4 0 0],0.07810688018798828
1,1,[ 3  4  1  7 10  2  4  2],0.14059233665466309
2,2,[ 9 10  9  6 10  5  4  2],0.8904139995574951
3,3,[5 3 0 4 1 0 2 2],0.015620946884155273
4,4,[9 0 0 0 4 0 0 9],0.015621185302734375
5,5,[ 4  4  0  0 10  0  1  1],0.031243324279785156
6,6,[7 2 2 6 3 1 2 2],0.06248593330383301
7,7,[1 1 1 0 4 2 2 4],0.015620708465576172
8,8,[6 8 7 4 7 6 0 1],0.328047513961792
9,9,[7 0 0 2 1 9 2 0],0.031244277954101562
10,10,[ 0  5  8  4  1  0 10  0],0.046863555908203125
11,11,[ 6  9 10  3  2  8  3  1],0.3905315399169922
12,12,[ 5  9 10  1 10 10  9  0],0.7966880798339844
13,13,[1 1 2 2 5 8 6 3],0.09372663497924805
14,14,[1 5 0 8 4 0 2 6],0.04686546325683594
15,15,[0 1 1 6 4 0 0 2],0.015620231628417969
16,16,[1 4 4 0 8 1 1 5],0.031243324279785156
17,17,[10  4  5  3  4  5  2  7],0.23431873321533203
18,18,[2 0 5 3 0 0 2 7],0.03124547004699707
19,19,[ 9  3 10  1  1  3  0  0],0.06248307228088379
20,20,[ 6  9 10 10  1 10  2 10],0.4373962879180908
21,21,[9 8 4 9 6 5 3 1],0.49988317489624023
22,22,[ 1  0  1  0 10  5  2  9],0.04686427116394043
23,23,[2 1 0 1 1 6 1 3],0.015619993209838867
24,24,[4 0 1 1 1 1 0 0],0.01562190055847168
25,25,[2 1 2 4 0 0 2 3],0.01562047004699707
26,26,[ 1 10  9  0  2  3  0 10],0.06248593330383301
27,27,[2 1 2 2 0 0 0 0],0.015620946884155273
28,28,[0 0 2 4 5 0 6 1],0.01562190055847168
29,29,[ 1  9  2  6  0  2  0 10],0.04686546325683594
30,30,[6 2 2 3 2 3 2 8],0.04686236381530762
31,31,[4 4 1 0 3 0 3 1],0.015621423721313477
32,32,[10  0 10  8 10  1  5  9],0.2499401569366455
33,33,[3 6 3 5 8 2 2 0],0.18745636940002441
34,34,[5 1 7 9 2 2 0 9],0.124969482421875
35,35,[3 9 8 3 3 2 3 6],0.12497115135192871
36,36,[6 0 0 8 2 2 4 4],0.03124237060546875
37,37,[3 1 1 9 1 0 1 0],0.04686546325683594
38,38,[2 7 9 7 9 0 2 4],0.0624845027923584
39,39,[2 2 1 3 7 0 7 2],0.04686403274536133
40,40,[1 6 6 6 8 9 6 9],0.20307683944702148
41,41,[6 9 7 8 1 7 6 0],0.23431992530822754
42,42,[ 7  5  4 10  8  1 10  1],0.37491273880004883
43,43,[ 5  8  4  3 10  5  3  0],0.29680609703063965
44,44,[ 0  0  3 10  0  2  1  2],0.015619277954101562
45,45,[6 0 5 5 3 0 5 4],0.06249380111694336
46,46,[2 0 0 2 2 3 1 5],0.031233787536621094
47,47,[10  0  9  2  9  5 10  2],0.34366846084594727
48,48,[6 4 6 4 2 0 6 3],0.046863555908203125
49,49,[0 4 3 1 6 2 0 0],0.031243562698364258
50,50,[6 2 3 9 0 5 9 0],0.15621280670166016
51,51,[3 0 5 3 5 9 4 0],0.17183470726013184
52,52,[0 2 6 6 2 2 0 4],0.031242847442626953
53,53,[6 6 1 4 0 0 1 5],0.031242847442626953
54,54,[5 3 2 8 2 7 4 1],0.20307636260986328
55,55,[10  2  9  9  7  3  9  3],0.9685235023498535
56,56,[5 1 4 0 1 2 0 9],0.031241893768310547
57,57,[2 1 3 0 1 3 0 4],0.015619516372680664
58,58,[ 5  0 10  3  3  2  3  5],0.12497258186340332
59,59,[ 2  0 10  0  5  9  5  1],0.062484025955200195
60,60,[6 9 9 8 3 0 5 4],0.17183399200439453
61,61,[4 3 2 1 1 7 0 1],0.04686570167541504
62,62,[5 3 5 5 0 6 1 0],0.07810521125793457
63,63,[0 2 6 8 3 4 5 8],0.10934925079345703
64,64,[9 1 3 5 1 0 1 1],0.04686379432678223
65,65,[3 0 0 6 3 3 1 6],0.031243324279785156
66,66,[9 1 4 7 3 3 1 1],0.14059042930603027
67,67,[2 7 4 8 5 5 4 0],0.21869897842407227
68,68,[4 3 4 9 8 5 8 3],0.3905327320098877
69,69,[6 0 1 5 0 5 5 7],0.04686474800109863
70,70,[2 4 3 1 8 0 3 2],0.06248641014099121
71,71,[2 1 0 2 6 1 6 0],0.031241655349731445
72,72,[0 0 5 4 2 9 1 1],0.04686427116394043
73,73,[1 2 9 6 3 8 3 7],0.15621161460876465
74,74,[3 5 0 0 3 5 1 0],0.03124523162841797
75,75,[0 1 0 2 3 6 0 2],0.031241655349731445
76,76,[0 3 2 3 6 3 8 4],0.06248354911804199
